Destination_Zone,Count
4005,1474204.04
4001,1189252.97
4000,1160644.86
4003,754517.87
4002,332005.88
4004,282130.36
903,237979.35
897,217913.22
977,152379.21
1105,87442.23
902,63045.53
906,62704.14
1104,40423.8
904,37665.16
900,36901.18
801,33275.76
820,30862.06
935,30780.52
895,29537.88
632,28751.28
936,28355.42
1109,26695.63
909,26529.67
888,25532.72
917,25479.64
