Destination_Zone,Count
4005,1856863.39
4000,1614163.8
4001,1489046.62
4003,888421.9
4002,460620.91
4004,380246.37
903,250827.37
897,229229.2
977,142223.94
902,76298.26
801,68301.17
904,67932.14
906,61252.15
1104,52267.17
499,52142.03
799,51470.4
632,45624.28
820,42503.95
895,42267.24
1109,41616.07
932,37991.74
936,36766.84
935,36322.55
1294,35945.77
909,34540.76
