Destination_Zone,Count
4005,1943052.94
4001,1491534.81
4000,1393065.49
4003,906595.27
4002,413428.15
4004,325890.2
903,221514.67
897,182340.49
977,152583.79
902,59882.48
906,58767.72
1105,52623.46
904,50107.7
1104,47951.88
499,45931.16
801,39709.49
632,39128.24
900,35493.22
635,33528.05
888,31659.43
820,30536.76
500,30130.04
895,29542.79
932,28492.16
952,27533.23
