Destination_Zone,Count
4005,2334212.55
4001,1726414.31
4000,1668969.61
4003,1045292.13
4002,515218.02
4004,438466.17
903,261958.22
897,231450.56
977,166611.26
902,81719.33
799,63375.86
904,58563.3
801,53229.49
499,52080.5
632,51142.14
906,49799.85
1104,47166.67
932,41948.58
895,41703.7
935,39492.67
820,39036.41
1109,38134.87
900,38010.41
635,36306.17
936,36029.31
