Destination_Zone,Count
4005,2154155.26
4001,1669923.63
4000,1542770.08
4003,980931.17
4002,492634.93
4004,367660.52
903,249858.81
897,232501.92
977,148495.71
902,75791.74
499,59905.43
904,53555.49
906,50253.03
1104,50108.65
900,44338.16
801,42456.61
632,40767.19
895,38826.89
932,37305.8
799,35833
635,35419.81
935,32836.25
1109,32635.57
949,32341.41
500,30824.79
