Destination_Zone,Count
4005,1581111.33
4000,1305974.06
4001,1277349.78
4003,769385.75
4002,389702.34
4004,311061.23
903,263126.6
897,234934.25
977,137567.73
902,76838.21
906,64121.22
904,48334.36
895,46126.87
1104,44617.98
1109,41353.03
801,40662.35
900,39462.28
935,39461.2
799,38195.59
932,33532.95
1294,33201.18
1106,32138.17
917,31556.1
978,31553.05
632,30760.32
