Destination_Zone,Count
4005,2214915.54
4001,1683260.41
4000,1553971.12
4003,987330.6
4002,484414.62
4004,383830.25
903,258994.01
897,226511.09
977,147711.59
902,81002.98
499,61164.05
904,58714.72
1104,52124.34
906,51265.93
799,46895.46
801,46004.29
900,45120.65
895,42330.04
632,41811.29
932,39214.2
635,35656.46
935,35476.07
820,35003.62
1109,33707.96
500,33555.08
