Destination_Zone,Count
4005,1557959.72
4001,1212580.51
4000,1204026.02
4003,784987.51
4002,393081.36
4004,331529.9
897,205488.96
903,205321.98
977,122330.48
902,61933.57
906,41080.98
904,39123.54
895,36990.63
801,35558.38
900,34699.92
1109,34511.94
799,33268.85
935,31979.56
932,30877.4
1294,28433.46
936,27237.49
888,26281.08
635,26278.83
917,25958
499,25214.58
