Destination_Zone,Count
4005,1944335.8
4001,1558268.01
4000,1419086.48
4003,921466.01
4002,461479.27
4004,345601.54
903,231089.11
897,215483.33
977,132274.08
902,66878.34
499,53787.11
904,53382.22
906,48379.47
932,45489.8
900,44694.64
801,39830.76
799,38805.88
895,37703.65
632,36559.49
1104,34006.06
635,33429.97
935,32235.57
820,31461.81
888,30457.4
952,29392.18
