Destination_Zone,Count
4005,2056611.9
4000,1596360.21
4001,1594403.72
4003,967291.89
4002,462215.89
4004,351985
903,240213.38
897,227220.02
977,148253.57
499,63254.44
902,62425.63
904,53328.97
906,50904.82
801,47383.73
932,44184.37
900,42105.97
632,42047.36
799,41996.71
895,38877.04
1104,38391.43
949,35019.22
635,34079.89
935,32221.5
888,32049.1
1109,31558.67
