Destination_Zone,Count
4005,1997649.48
4001,1598678.11
4000,1442721.82
4003,929075.78
4002,473307.75
4004,322985.15
903,238193.76
897,216020.91
977,130056.33
902,68191.91
904,54824.83
906,45737.63
499,42729.44
932,41907.55
632,41300.74
900,41203.25
895,38736.42
801,37801.67
799,36445.35
888,32972.5
635,32889.1
820,31210.64
935,31185.39
1109,29430.87
500,29327.41
