Destination_Zone,Count
4005,1992365.48
4001,1563674.88
4000,1449108.26
4003,949435.38
4002,457376.79
4004,332464.28
903,183786.68
897,177484.18
977,123508.99
902,64969.9
906,46822.61
904,42731.09
632,40857.74
888,33958.12
900,33806.72
635,33400.01
801,32193.52
949,31605.4
820,30145.11
1104,29637.56
500,28969.2
775,28135.65
952,26915.39
895,26422.68
1109,25851.78
