Destination_Zone,Count
4005,2185854.82
4000,1842178.08
4001,1712846.01
4003,1015114.22
4002,528873.27
4004,417635.2
903,265560.48
897,231303.67
977,165072.23
902,69276.98
799,58910.91
1104,57595.23
904,55473.16
801,54695.87
499,52519.23
906,51992.59
632,48504.29
932,42102.41
895,40818.69
820,40706.38
900,38155.12
935,36416.04
1109,35905.35
1106,35832.23
635,35703.37
