Destination_Zone,Count
4005,1744041.38
4000,1430000.7
4001,1402849.34
4003,960583.82
4002,395078.34
4004,318233.24
903,278045.03
897,227487.14
977,148708.45
902,82157.18
906,76398.26
1105,66373.04
904,62950.36
799,53383.73
801,52861.2
1104,49545.44
900,42045.75
632,41562.74
820,41178.99
909,39324.35
499,37063.8
1109,35887.65
895,35880.57
932,35147.81
917,35091.37
