Destination_Zone,Count
4005,2164822.97
4001,1616678.16
4000,1548127.23
4003,986295.34
4002,473911.38
4004,361219.73
903,251118.87
897,226703.88
977,140333.39
902,73845.47
499,62940.17
904,62928.84
906,52548.77
1104,47165.54
900,43005.73
895,42654
632,42231.79
801,42029.08
635,36942.61
799,35193.19
932,34630.88
820,34609.32
936,33276.97
935,33195.85
1109,32387.74
