Destination_Zone,Count
4005,2108893.45
4001,1723142.43
4000,1637005.51
4003,974324.09
4002,531686.99
4004,379635.39
903,309323.74
897,263268.04
977,158754.55
902,86017.72
904,68030.26
799,59634.34
906,57574.91
499,57211.65
801,56209.16
932,55380.97
895,50937.32
900,47395.72
935,43531.52
632,43242.34
917,42388.32
936,41924.44
1109,39084.21
1106,38678.13
1294,37245.9
