Destination_Zone,Count
4005,2017180.02
4001,1562854.42
4000,1458602.29
4003,935427.51
4002,464026.06
4004,361153
903,205002.61
897,178622.11
977,162897.38
902,62029.09
904,56281.03
499,55691.6
906,51088.89
632,40607.29
895,38890.32
801,38575.13
932,37342.72
799,35289.57
635,34437.41
935,33619.53
900,33165.85
1109,33152.08
949,32996.61
888,31445.67
952,31376.86
