Destination_Zone,Count
4005,2044906.9
4001,1676366.54
4000,1534330.77
4003,955062.04
4002,510313.22
4004,362283.18
903,282958.97
897,280091.71
977,133515.34
902,89155.8
906,65220.2
904,64196.28
499,58753.28
932,57088.36
799,52937.12
900,46693.82
895,46452.11
801,45805
1104,42573.01
1109,42500.14
632,41245.19
935,40654.6
917,38023.65
936,35333.55
1294,35138.69
