Destination_Zone,Count
4005,1598826.4
4001,1254966.09
4000,1240538.61
4003,767434.05
4002,365677.44
4004,325739.21
903,199632.79
897,199168.21
977,151742.31
902,61814.34
906,47860.42
895,39843.81
904,36350.08
935,32644.41
1109,32501.98
632,32001.89
1104,31958.1
801,31901.1
900,31013.95
936,30663.22
820,30538.48
917,28549.08
932,28275.8
499,28121.65
635,26186.76
