Destination_Zone,Count
4005,2057027.18
4001,1677141.44
4000,1571486.86
4003,953365.68
4002,529928.46
4004,360477.26
903,318389.87
897,242090.33
977,156965.82
902,93112.35
904,66977.86
499,58571.39
906,57337.04
801,54610.83
932,53818.41
895,52463.24
936,50991.2
900,50534.06
799,48502.2
935,45208.09
917,43773.04
1294,41639.73
1104,39953.06
1109,39952.79
820,39569.58
