Destination_Zone,Count
4005,1956573.52
4001,1510519.15
4000,1350527.95
4003,896326.14
4002,417062.74
4004,302308.29
977,177758.52
903,150544.12
897,141210.03
902,53453.44
499,50011.87
904,46492.15
906,46217.94
632,39956.55
801,33578.12
635,32778.25
500,32260.24
888,31778.49
978,30568.6
820,29622.88
952,27813.52
795,27633.74
775,27068.72
1104,26702.09
985,25645.23
