Destination_Zone,Count
4005,2008390.85
4001,1577418.91
4000,1470448.43
4003,948589.14
4002,455726.61
4004,324951.48
903,238664.74
897,208395.37
977,139302.92
902,74660.11
904,68338.87
906,56224.48
499,48217.95
799,41929.88
900,41355.1
932,40605.65
801,40493.25
895,39860.79
632,39348.5
635,35649.8
1109,34608.08
1104,33882
820,32864.7
888,32857.14
935,31311.79
