Destination_Zone,Count
4005,1950980.48
4001,1526025.04
4000,1468771.61
4003,896786.53
4002,427796.68
4004,405959.13
903,252549.98
897,210561.25
977,170203.47
902,74112.76
801,57154.76
906,54044.13
904,51686.82
1104,43639.48
799,42558.54
820,42452.21
895,41375.86
632,41330.41
935,38993.04
1109,36957.95
900,36908.18
936,34499.74
932,33964.59
499,32322.23
1294,30995.46
